pecha_id,batch,layer,ann_id,start_orig,end_orig,start,end,start_delta,end_delta,unsnapped_reason,start_is_clean_after,end_is_clean_after,overlap_action,dropped
I88977D82,new,Citation.yml,888dcbfb9a87498da9140e43671f8652,185506,185598,185506,185598,0,0,,True,True,,False
I88977D82,new,Citation.yml,55db754a42cf47c687ce309d29d4f260,187372,187435,187372,187435,0,0,,True,True,,False
I88977D82,new,Citation.yml,139522f8160a498b9d56c6767e24b8dd,189837,189928,189837,189928,0,0,,True,True,,False
I88977D82,new,Citation.yml,2bcf8e21585c4389a9d4c447253b51d2,192750,192805,192750,192805,0,0,,True,True,,False
I88977D82,new,Citation.yml,b6aada011c11487f8c68249606a8cf19,194162,194276,194162,194276,0,0,,True,True,,False
I88977D82,new,Citation.yml,904f848891e54ade85bab07a2b6ae8b3,197588,197707,197588,197707,0,0,,True,True,,False
I88977D82,new,Citation.yml,60e5cbe99e074232b813c21129a1e993,200998,201167,200998,201167,0,0,,True,True,,False
I88977D82,new,Citation.yml,3c8f66fcc7534d0d80d6783534af70a1,205909,206022,205909,206022,0,0,,True,True,,False
I88977D82,new,Citation.yml,97ae7eb534d14570a29081b052e6b76f,206041,206104,206041,206104,0,0,,True,True,,False
I88977D82,new,Citation.yml,8a856a3f0a734ff7a1d43da5f0d38b2e,206123,206159,206123,206159,0,0,,True,True,,False
I88977D82,new,Citation.yml,fbcfa9cd621942b39b7dd31547aa9c37,208035,208111,208035,208111,0,0,,True,True,,False
I88977D82,new,Citation.yml,a7ab3753081c4254bd2b4c6a912aac38,208136,208426,208136,208426,0,0,,True,True,,False
I88977D82,new,Citation.yml,a55fdacbbb4143f8814df5c5b9d3e222,208564,208752,208564,208752,0,0,,True,True,,False
I88977D82,new,Citation.yml,d0da82afd00844d0a45f9614c0f0db06,209015,209067,209015,209068,0,1,,True,True,,False
I88977D82,new,Citation.yml,bc17035a33024e3e9ae139c72d900fe6,209384,209537,209384,209537,0,0,,True,True,,False
I88977D82,new,Citation.yml,1594bb2f0870486084402ddd2bafe331,210575,210694,210575,210694,0,0,,True,True,,False
I88977D82,new,Citation.yml,be0a20922fa0478d865104a2fbfd3fca,213092,213209,213092,213209,0,0,,True,True,,False
I88977D82,new,Citation.yml,98836d194b184d518f22d6e1dd3d0535,213813,213930,213813,213930,0,0,,True,True,,False
I88977D82,new,Citation.yml,5c4b621832be480b9c13c5fbbf249f64,213956,214030,213956,214030,0,0,,True,True,,False
I88977D82,new,Citation.yml,093f8bf067704eb491f8a652fdbde1df,215747,215836,215747,215836,0,0,,True,True,,False
I88977D82,new,Citation.yml,811ab88008e14c4e97b68c53a31091b2,216805,216834,216805,216834,0,0,,True,True,,False
I88977D82,new,Citation.yml,9866d424437e473fbd054317043058f3,216886,216943,216886,216943,0,0,,True,True,,False
I88977D82,new,Citation.yml,3f44982ca7c142d1bfb7514b95605f6f,216981,217012,216981,217012,0,0,,True,True,,False
I88977D82,new,Citation.yml,f70104ee08f94700bd4096278a79ae30,218016,218370,218016,218370,0,0,,True,True,,False
I88977D82,new,Citation.yml,4bf71e78e6c64e50bf5c977cc6630a98,218858,218885,218858,218885,0,0,,True,True,,False
I88977D82,new,Citation.yml,abdbfbe00d2844338b66e4eda4843fc3,218897,218984,218897,218984,0,0,,True,True,,False
I88977D82,new,Citation.yml,10c23516f837421ba9a5fccb5c878fe8,219008,219036,219008,219036,0,0,,True,True,,False
I88977D82,new,Citation.yml,3f1850dc88424ed2b9de2734d975051a,219060,219091,219060,219091,0,0,,True,True,,False
I88977D82,new,Citation.yml,e0e0d63452994eeeb1cc813936c2e515,219251,219278,219251,219278,0,0,,True,True,,False
I88977D82,new,Citation.yml,ef33fbcf6027471a8f0019c5ad031160,219484,219571,219484,219571,0,0,,True,True,,False
I88977D82,new,Citation.yml,8762bb4328b946c4b12c040177bd496e,219595,219624,219595,219624,0,0,,True,True,,False
I88977D82,new,Citation.yml,bcf2adca175449aaba281770c33a8556,219773,219837,219773,219837,0,0,,True,True,,False
I88977D82,new,Citation.yml,7d55a94e32004effac4fb4b922baccee,219861,219891,219861,219891,0,0,,True,True,,False
I88977D82,new,Citation.yml,e9cf16a46f344de9a80b8939f4c89380,219918,219975,219918,219975,0,0,,True,True,,False
I88977D82,new,Citation.yml,e6566196a3e84ae6b2eaf4ebc2be98fa,219997,220106,219997,220106,0,0,,True,True,,False
I88977D82,new,Citation.yml,23742428fa594cd0b24123102f32e144,220520,220607,220520,220607,0,0,,True,True,,False
I88977D82,new,Citation.yml,c0ce4b2bd1a7499ba3d2602d40eb62a4,221934,222021,221934,222021,0,0,,True,True,,False
I88977D82,new,Citation.yml,cbc26d85264146e98755ce350fc18df3,222044,222076,222044,222076,0,0,,True,True,,False
I88977D82,new,Citation.yml,ecfe6c47de57467fa440eafcf2404a06,222101,222395,222101,222395,0,0,,True,True,,False
I88977D82,new,Citation.yml,f29e33a7ecd24d88bd1190bb78b53747,223579,223636,223579,223636,0,0,,True,True,,False
I88977D82,new,Citation.yml,dbffd4364d1d4891affbf401ce087a87,223833,223861,223833,223861,0,0,,True,True,,False
I88977D82,new,Citation.yml,4ecd843d3de84c0489086f1da6af7737,224712,224804,224712,224804,0,0,,True,True,,False
I88977D82,new,Citation.yml,4d0c649431e04b46821ab0b2f8689645,226388,226617,226388,226617,0,0,,True,True,,False
I88977D82,new,Citation.yml,3aba0283b92947fb9383ea6ede681eb2,227139,227223,227139,227223,0,0,,True,True,,False
I88977D82,new,Citation.yml,3adacaee9679430f8b3ee28cd7eb643a,230999,231116,230999,231116,0,0,,True,True,,False
I88977D82,new,Citation.yml,159595fb23a54975a185442bacf72163,231128,231249,231128,231249,0,0,,True,True,,False
I88977D82,new,Citation.yml,fa6ab59368fe4f86a6898dea54991b36,231282,231359,231282,231359,0,0,,True,True,,False
I88977D82,new,Citation.yml,8de7d3eedff54130b462858b4ab76c7f,231578,231635,231578,231635,0,0,,True,True,,False
I88977D82,new,Citation.yml,8fa8c8104b35490caecff4e067be87ad,231818,231901,231818,231901,0,0,,True,True,,False
I88977D82,new,Citation.yml,56e3709cec1242e0bec743f9267843ed,232663,232751,232663,232751,0,0,,True,True,,False
I88977D82,new,Citation.yml,3f192e4318884b93bfba719e95f23cb6,234244,234300,234244,234300,0,0,,True,True,,False
I88977D82,new,Citation.yml,74a17c487ae748c182c5eb8f559f5d06,236009,236167,236009,236167,0,0,,True,True,,False
I88977D82,new,Citation.yml,d4f2633b4d41481a902638ae7eba3f5e,237046,237150,237046,237150,0,0,,True,True,,False
I88977D82,new,Citation.yml,4f5ef17b94834be0a4c2b01a88a7144b,237593,237827,237593,237827,0,0,,True,True,,False
I88977D82,new,Citation.yml,0b2e53f53f7249338dc990f198197289,239096,239193,239096,239193,0,0,,True,True,,False
I88977D82,new,Citation.yml,4c39cb0da3f8419d942401d4335e8153,239205,239290,239205,239290,0,0,,True,True,,False
I88977D82,new,Citation.yml,fae1c7dd89ed45769ada9f5d2437fb70,239741,239765,239741,239765,0,0,,True,True,,False
I88977D82,new,Citation.yml,a87cc320806245339d70e6dc7fe7c472,241195,241322,241195,241322,0,0,,True,True,,False
I88977D82,new,Citation.yml,84dd000336bc4ae9aedd69cb3bf682d6,242159,242709,242159,242709,0,0,,True,True,,False
I88977D82,new,Citation.yml,efbb46c604aa4f36aed7e8efce152eca,243454,244511,243454,244511,0,0,,True,True,,False
I88CF073C,new,Citation.yml,6dd5f1861b32409fa93052fb7c865ffe,3619,3782,3619,3782,0,0,,True,True,,False
I88CF073C,new,Citation.yml,e89a129c0db44f2d9fe445f050aef834,3784,3943,3784,3943,0,0,,True,True,,False
I88CF073C,new,Citation.yml,7e4ff082dd644cc88ff24cdd4673630d,3945,4107,3945,4107,0,0,,True,True,,False
I88CF073C,new,Citation.yml,7e56e8b7f9544a3aa9c93a584898fa0d,4109,4263,4109,4263,0,0,,True,True,,False
I88CF073C,new,Citation.yml,8e2da117d76345e59757b4b2cbb88fc7,4561,4737,4561,4737,0,0,,True,True,,False
I88CF073C,new,Citation.yml,6fd48151ff9d4651b734c8dc86b48b47,4739,4897,4739,4897,0,0,,True,True,,False
I88CF073C,new,Citation.yml,13727522d1c944349e4645ed105bd558,4899,5046,4899,5046,0,0,,True,True,,False
I88CF073C,new,Citation.yml,27cbfcc3e9c44f9a92154acdee34fc55,5048,5205,5048,5205,0,0,,True,True,,False
I88CF073C,new,Citation.yml,80472ea80ed543ef9a810b5d980873be,5207,5361,5207,5361,0,0,,True,True,,False
I88CF073C,new,Citation.yml,8d5df97e7c9446bab64ac52be1293849,6282,6435,6282,6435,0,0,,True,True,,False
I88CF073C,new,Citation.yml,08dbaa2f92df46ffbd671c6fc190bab2,6446,6595,6446,6595,0,0,,True,True,,False
I88CF073C,new,Citation.yml,3eb74b4801494f31afef1321eb62b3bc,6736,6948,6736,6948,0,0,,True,True,,False
I88CF073C,new,Citation.yml,12f15ce09bed48c78c465139d65cfa89,7873,8035,7873,8035,0,0,,True,True,,False
I88CF073C,new,Citation.yml,e158d8698e724305bb9078b37a0f4a65,9865,10019,9865,10019,0,0,,True,True,,False
I88CF073C,new,Citation.yml,aa41ca0435e04ae79e20040f6015adbf,16270,16384,16270,16384,0,0,,True,True,,False
I88CF073C,new,Citation.yml,3d36b55d58324e088a2a9cfb7acf4746,21002,21225,21002,21225,0,0,,True,True,,False
I88CF073C,new,Citation.yml,ffbf580cc63e465d9386c44408e56145,50345,50403,50345,50403,0,0,,True,True,,False
I88CF073C,new,Citation.yml,1d8bc3a667694785a2de35e21f365dd6,50657,50950,50657,50950,0,0,,True,True,,False
I88CF073C,new,Citation.yml,ef2f06b2b60d404797399df91dc63cd7,50976,51134,50976,51134,0,0,,True,True,,False
I88CF073C,new,Citation.yml,d5414469167c417cb3df6528b8837a0e,51370,51867,51370,51867,0,0,,True,True,,False
I88CF073C,new,Citation.yml,e99d4ac5271343d0809126a2bf69faa2,53481,53602,53481,53602,0,0,,True,True,,False
I88CF073C,new,Citation.yml,5d6f5bea6bc2458992aeda5f4346a6b6,106020,106173,106020,106173,0,0,,True,True,,False
I88CF073C,new,Citation.yml,52d46a347c8249aa8a81c7c64cc66f7b,130768,131252,130768,131252,0,0,,True,True,,False
I88CF073C,new,Citation.yml,a483bc55dc664084bf1a62a9706d08d0,175096,176076,175096,176076,0,0,,True,True,,False
I88CF073C,new,Citation.yml,c91c389de5734de2a82fde9f9958948e,176782,176929,176782,176929,0,0,,True,True,,False
I88CF073C,new,Citation.yml,0118c08f96a0413d8fafbf17b747776a,178198,178854,178198,178854,0,0,,True,True,,False
I88CF073C,new,Citation.yml,7393a30bbc3c4566b0b387bacddb1705,186384,186562,186384,186562,0,0,,True,True,,False
I88CF073C,new,Citation.yml,bf36a3c9ce7446bb8f0a6944da9f498a,186602,186766,186602,186766,0,0,,True,True,,False
I88CF073C,new,Citation.yml,93f36725ec0448f1bc512a8511fe7bd6,188347,188826,188347,188826,0,0,,True,True,,False
I88DA3111,new,Citation.yml,93d069c0002a4cad9439e04c5c99e842,1739,1860,1739,1860,0,0,,True,True,,False
I88DA3111,new,Citation.yml,a0ed057bc74644e0a7f70263c5eadaf2,1950,2065,1950,2065,0,0,,True,True,,False
I88DA3111,new,Citation.yml,71e5119f4a164647b7e234a71bfebbf1,2136,2165,2136,2165,0,0,,True,True,,False
I88DA3111,new,Citation.yml,ae767cc4fc394d4486a98d6d94b226f9,2209,2384,2209,2384,0,0,,True,True,,False
I88DA3111,new,Citation.yml,07421aeff435467997696be730831260,2415,2630,2415,2630,0,0,,True,True,,False
I88DA3111,new,Citation.yml,77fadb33a6a9455b8eaaffa426ab3667,2732,2764,2732,2764,0,0,,True,True,,False
I88DA3111,new,Citation.yml,f922fedb31654db598e9fc3b09aef172,2766,2796,2766,2796,0,0,,True,True,,False
I88DA3111,new,Citation.yml,87125c21572a4b9a9fbb0bdc43b8546e,2813,2838,2813,2838,0,0,,True,True,,False
I88DA3111,new,Citation.yml,dca26498a6fc46f3a8a96146b935ea75,2840,2869,2840,2869,0,0,,True,True,,False
I88DA3111,new,Citation.yml,f01424b8ef664a259d8f56f9f5fd8bd1,2871,2909,2871,2909,0,0,,True,True,,False
I88DA3111,new,Citation.yml,9ccb00fd536148e09a50529c8b9e2bed,2933,2961,2933,2961,0,0,,True,True,,False
I88DA3111,new,Citation.yml,e64dc58b64344963a295d374b1661fc9,2963,2988,2963,2988,0,0,,True,True,,False
I88DA3111,new,Citation.yml,7f09082195a64062b5cfd34d83b34ab7,2990,3019,2990,3019,0,0,,True,True,,False
I88DA3111,new,Citation.yml,6501f1f81f2b47078a99b0326cd81ec4,3054,3079,3054,3079,0,0,,True,True,,False
I88DA3111,new,Citation.yml,c0b355f401764cc28ac35702f63706b7,3081,3104,3081,3104,0,0,,True,True,,False
I88DA3111,new,Citation.yml,cc167282a71c4ef99abfa335de959ae9,3106,3132,3106,3132,0,0,,True,True,,False
I88DA3111,new,Citation.yml,82ee017aefcd45069cb9639c63bbb9fa,3134,3161,3134,3161,0,0,,True,True,,False
I88DA3111,new,Citation.yml,75477d8591544adabef63acaa97b5822,3163,3192,3163,3192,0,0,,True,True,,False
I88DA3111,new,Citation.yml,40def970c30649f1a38190f41dcdd6a7,3194,3223,3194,3223,0,0,,True,True,,False
I88DA3111,new,Citation.yml,8e52aedccd4a40d9a4f3835634f9eb13,3225,3254,3225,3254,0,0,,True,True,,False
I88DA3111,new,Citation.yml,d0f6770ac9074f9f9dffc5c34d74a092,3256,3287,3256,3287,0,0,,True,True,,False
I88DA3111,new,Citation.yml,aff14212d9c74550bb7c905336a09b1e,3317,3431,3317,3431,0,0,,True,True,,False
I88DA3111,new,Citation.yml,39fb8e2d16bc4042b4c28c203d75fc84,3543,3665,3543,3665,0,0,,True,True,,False
I88DA3111,new,Citation.yml,9a3f5590fece49699ead8eebfc4ee384,3677,3785,3677,3785,0,0,,True,True,,False
I88DA3111,new,Citation.yml,b5b86c5ef47942b39345d883ac96f559,3806,3927,3806,3927,0,0,,True,True,,False
I88DA3111,new,Citation.yml,d19bd885202b40f897b6f9edc63bf70f,3939,3992,3939,3992,0,0,,True,True,,False
I88DA3111,new,Citation.yml,8275ca00900c47b4b2adfe152af5ff3e,4301,4583,4301,4583,0,0,,True,True,,False
I88DA3111,new,Citation.yml,a6e113c5c83f49969b8c1ef3cfb99bb2,5227,5594,5227,5594,0,0,,True,True,,False
I88DA3111,new,Citation.yml,dd2d844de88640ac9f67598d1da4e74f,5994,6115,5994,6115,0,0,,True,True,,False
I88DA3111,new,Citation.yml,0603d126a0fe4eab87b8e55c03cff458,6270,6332,6270,6332,0,0,,True,True,,False
I88DA3111,new,Citation.yml,14e0e60c80524ae7b8bbcd2aef63ee62,7045,7173,7045,7173,0,0,,True,True,,False
I88DA3111,new,Citation.yml,b6e263e51984440088b61bc0aff3e7cd,7212,7298,7212,7298,0,0,,True,True,,False
I895C519A,new,Citation.yml,e79e3c8da0414a65bf1ae1754763fdf2,18503,18573,18503,18574,0,1,,True,True,,False
I8961718B,new,Citation.yml,eebed3e18cbd4662a7e5b163782b226b,4140,4214,4140,4214,0,0,,True,True,,False
I8961718B,new,Citation.yml,54e80952b401468b814d4e7fba546d65,4346,4455,4346,4455,0,0,,True,True,,False
I8961718B,new,Citation.yml,bee6a4796fe04e88a66a0df9699992f3,4787,4854,4787,4854,0,0,,True,True,,False
I8961718B,new,Citation.yml,11e4de4b709f4e898afda053ec8d20f2,5678,5770,5678,5770,0,0,,True,True,,False
I8961718B,new,Citation.yml,b10eb0e3b00d4093aa0752a7adbf5328,5798,5933,5798,5933,0,0,,True,True,,False
I8961718B,new,Citation.yml,fc17b8b62e1a417b8b7772cd3634b84a,12017,12068,12017,12068,0,0,,True,True,,False
I8961718B,new,Citation.yml,908f8a05dbbb4cfe9f1709f97a63307a,17214,17377,17214,17377,0,0,,True,True,,False
I8961718B,new,Citation.yml,ae393ad24a5e43acaec9f8f26b21d08b,18954,19452,18954,19452,0,0,,True,True,,False
I8961718B,new,Citation.yml,69017702e0484b9b94945fcaee2227b3,20142,20254,20142,20254,0,0,,True,True,,False
I8961718B,new,Citation.yml,9b28a800163b43c4a57924fa04eb11a9,23559,23715,23559,23715,0,0,,True,True,,False
I8961718B,new,Citation.yml,62d468c97bb94dcd80624408948dcf06,27500,27735,27500,27735,0,0,,True,True,,False
I8961718B,new,Citation.yml,0ff3ad4a4a8c4a2fb0db4f8618f9414d,28499,28605,28499,28605,0,0,,True,True,,False
I8961718B,new,Citation.yml,dcff5e7ef411463ea3b2803942916e69,30113,30166,30113,30166,0,0,,True,True,,False
I8961718B,new,Citation.yml,74886b4de19d4b06821b7f67d39c872d,31332,31450,31332,31450,0,0,,True,True,,False
I8961718B,new,Citation.yml,b1120cd0ca0c4f468097356340047ac1,35726,35842,35726,35842,0,0,,True,True,,False
I8961718B,new,Citation.yml,16cc7cb9b3364ffa906258cb6f5d498f,35873,35994,35873,35994,0,0,,True,True,,False
I8961718B,new,Citation.yml,58260895b4b640469fc93754d5199b87,36039,36194,36039,36194,0,0,,True,True,,False
I8961718B,new,Citation.yml,e6dfd6a6539d4290a215bbc86bb2d630,37725,37826,37725,37826,0,0,,True,True,,False
I8961718B,new,Citation.yml,131f65f4df9b4195ba5f4c8316c24b59,42742,42801,42742,42801,0,0,,True,True,,False
I8961718B,new,Citation.yml,90b7a556c1af478585a35a7d70aed33d,56609,56857,56609,56857,0,0,,True,True,,False
I8961718B,new,Citation.yml,d1705d79032d4214938f67feeeb94765,57998,58105,57998,58105,0,0,,True,True,,False
I8961718B,new,Citation.yml,4fe3e62804e1408dbfcd89bcda5f3eae,59756,59904,59756,59904,0,0,,True,True,,False
I8961718B,new,Citation.yml,a22d96596e86482b84fad7a324d1d041,61583,61779,61583,61779,0,0,,True,True,,False
I8961718B,new,Citation.yml,ead48647a49647b5af2b01ade676ec40,71918,72038,71918,72038,0,0,,True,True,,False
I8961718B,new,Citation.yml,7f6caf39ed934f56912428e94061ebd3,77515,77631,77515,77631,0,0,,True,True,,False
I8961718B,new,Citation.yml,c31e32fd2d404525b5c23d01175b2a2a,79867,80026,79867,80026,0,0,,True,True,,False
I8961718B,new,Citation.yml,eb242408a35945c2bce49c0e852fb5ee,109662,109775,109662,109775,0,0,,True,True,,False
I8961718B,new,Citation.yml,16e1a65de7c447498f325c37d7e2c0cb,110138,110247,110138,110247,0,0,,True,True,,False
I8961718B,new,Citation.yml,cad9ccf93edf43b9b0a87a3720e4b9a0,111504,111631,111504,111631,0,0,,True,True,,False
I8961718B,new,Citation.yml,016e0829cda44c6a922e6abd6225071c,111651,111765,111651,111765,0,0,,True,True,,False
I8961718B,new,Citation.yml,706573150985498086c6ada5373b8d1b,111877,111950,111877,111950,0,0,,True,True,,False
I8961718B,new,Citation.yml,4b961344bac341db95aafd06cd6f3777,111994,112068,111994,112069,0,1,,True,True,,False
I8961718B,new,Citation.yml,0537a77e3c514c8f909629a713e62e3f,113709,113781,113709,113781,0,0,,True,True,,False
I8961718B,new,Citation.yml,fc58087d302d40b7bb812fbee487ec05,116287,116736,116287,116736,0,0,,True,True,,False
I8961718B,new,Citation.yml,ce0e1b36c12147d9bcfa6a0152acf786,117372,117441,117372,117441,0,0,,True,True,,False
I8961718B,new,Citation.yml,e3a9f20e7ea2412f8845aaddbd0dd036,119420,119547,119420,119547,0,0,,True,True,,False
I8961718B,new,Citation.yml,92c016b029b24d2fab7d9ecd196ddaca,119998,120068,119998,120068,0,0,,True,True,,False
I8961718B,new,Citation.yml,d4f207e0b9574c408fc0bfcdd6cbdda1,120079,120135,120079,120135,0,0,,True,True,,False
I8961718B,new,Citation.yml,de106564edd64bb4abd776a7b6aed292,122236,122386,122236,122386,0,0,,True,True,,False
I8961718B,new,Citation.yml,d8e622c6904f4b2a990bf253522c9968,123015,123161,123015,123161,0,0,,True,True,,False
I8961718B,new,Citation.yml,b8fc4cb66c2f4cc680530e0b10a5dea2,123303,123333,123303,123333,0,0,,True,True,,False
I8961718B,new,Citation.yml,459fc5ad34d84a4b9b553a6aa3483a3d,123343,123373,123343,123373,0,0,,True,True,,False
I8961718B,new,Citation.yml,9795fa6d669442f5b6f26878f2effed4,123385,123409,123385,123409,0,0,,True,True,,False
I8961718B,new,Citation.yml,30ef34f769b743399e8a5761ce498461,123693,123763,123693,123763,0,0,,True,True,,False
I8961718B,new,Citation.yml,c8f0e19111444b75a6235994d0c4f41d,125656,125769,125656,125769,0,0,,True,True,,False
I8961718B,new,Citation.yml,659ff709710e487e8b44eca8552bfd84,126688,126746,126688,126746,0,0,,True,True,,False
I8961718B,new,Citation.yml,025fef7eebf2473787a81335fd7c476f,131452,132002,131452,132002,0,0,,True,True,,False
I8961718B,new,Citation.yml,9c6925a886994afa90d8e31f7a549d36,132719,133085,132719,133085,0,0,,True,True,,False
I8961718B,new,Citation.yml,2576101b65bc4a04a566257c3a74ac50,133292,133499,133292,133499,0,0,,True,True,,False
I8961718B,new,Citation.yml,7197cc8c9d4d4be9b2322447641a119e,133656,133718,133656,133718,0,0,,True,True,,False
I8961718B,new,Citation.yml,f5f1889e3ff14efe88f858e50ad41a63,139801,139855,139801,139855,0,0,,True,True,,False
I8961718B,new,Citation.yml,f3a0975f5aff4365b7a0e2d23d4ee347,143352,143470,143352,143470,0,0,,True,True,,False
I8961718B,new,Citation.yml,ef39bf8b28f54c259caedcf114aa8571,145973,146118,145973,146118,0,0,,True,True,,False
I8961718B,new,Citation.yml,97db2320eec9461583da9fc2d8e0fc13,146473,146523,146473,146524,0,1,,True,True,,False
I8961718B,new,Citation.yml,fc4c1d5200964ad693d10ad080eb440a,147391,147618,147391,147618,0,0,,True,True,,False
I8961718B,new,Citation.yml,9eb7cb4e180e4af490b3ef034ca84a08,147953,148063,147953,148063,0,0,,True,True,,False
I8961718B,new,Citation.yml,e77e024813414ab79933ef1d62e38cd7,148339,148446,148339,148446,0,0,,True,True,,False
I8961718B,new,Citation.yml,14b84b774f884b67920762ecb3b5b9be,158420,158512,158420,158512,0,0,,True,True,,False
I8961718B,new,Citation.yml,4a8f318be76341ea9a8276fc8c31a1ec,158876,158933,158876,158933,0,0,,True,True,,False
I8961718B,new,Citation.yml,03a31f2eaa5e487eaa31003eb55b88b8,164017,164323,164017,164323,0,0,,True,True,,False
I8961718B,new,Citation.yml,ab448bd759a94cc98d2323b963bb341f,164788,164863,164788,164863,0,0,,True,True,,False
I8961718B,new,Citation.yml,89af02ee269e40138760964b5f1a0e68,165624,165860,165624,165860,0,0,,True,True,,False
I8961718B,new,Citation.yml,807a9cbcb7d64e75b8df1ff906d956d0,166153,166270,166153,166270,0,0,,True,True,,False
I8961718B,new,Citation.yml,a26a50db0b6248fbadfcd2ef9ee66264,166842,166944,166842,166944,0,0,,True,True,,False
I8961718B,new,Citation.yml,d299e038718a43d49c9cdf23aef920ac,167363,167517,167363,167517,0,0,,True,True,,False
I8961718B,new,Citation.yml,5979b2baee5b48f99d7db9d4b3f0c9b7,170326,170412,170326,170412,0,0,,True,True,,False
I8961718B,new,Citation.yml,2501e0644b6646208162d7abe1b35d88,170446,170598,170446,170598,0,0,,True,True,,False
I8961718B,new,Citation.yml,7ebdfbb160a24624ac7fce6802c111a4,170825,170951,170825,170951,0,0,,True,True,,False
I8961718B,new,Citation.yml,fc20407ad97948fd9215cafb40a02a0d,170962,171101,170962,171101,0,0,,True,True,,False
I8961718B,new,Citation.yml,5eca614bc10f46db829b2ab015cb7ca6,171367,171485,171367,171485,0,0,,True,True,,False
I8961718B,new,Citation.yml,093b4275dd5f456f918ef1af648a3c45,182410,182469,182410,182469,0,0,,True,True,,False
I8961718B,new,Citation.yml,60ca13383ae74c4b9d2d1562a1955ac5,183232,183348,183232,183348,0,0,,True,True,,False
I8961718B,new,Citation.yml,c6e80eccc23d4ede9733cdb939804317,189362,189458,189362,189458,0,0,,True,True,,False
I8961718B,new,Citation.yml,abcb85a65a8f4c52810d74402bdd2e82,189486,189607,189486,189607,0,0,,True,True,,False
I8961718B,new,Citation.yml,ed12eb942860464eb7145d6c4c531ba5,198301,198399,198301,198399,0,0,,True,True,,False
I8961718B,new,Citation.yml,d817c94a56324676a0e4ec492a19cd27,198482,198606,198482,198606,0,0,,True,True,,False
I8961718B,new,Citation.yml,89cd08bac47f4a01945abfcb30ba522e,198661,198762,198661,198762,0,0,,True,True,,False
I8961718B,new,Citation.yml,bbecd6fea94247c88f634eab4917b68f,198820,198976,198820,198976,0,0,,True,True,,False
I8961718B,new,Citation.yml,23b1dfc29b1d4c02ad3e183ee5f45177,199414,199506,199414,199506,0,0,,True,True,,False
I8961718B,new,Citation.yml,39f38a30744e4aabada951a3af274015,199557,199656,199557,199656,0,0,,True,True,,False
I8961718B,new,Citation.yml,2dc84c3568e545ce8e8e752b80ee79cf,199667,199826,199667,199826,0,0,,True,True,,False
I8961718B,new,Citation.yml,6c642b7d81e44a23ab15910dc8d4a89f,200655,200803,200655,200803,0,0,,True,True,,False
I8961718B,new,Citation.yml,0547aee426e143ab9ca17356449368f6,202001,202172,202001,202172,0,0,,True,True,,False
I8961718B,new,Citation.yml,2285daf68c6d4c09b8718f133d1ee6a4,203046,203176,203046,203176,0,0,,True,True,,False
I8961718B,new,Citation.yml,3988e8dd08a04704aa726a9dcdf410a7,204744,204825,204744,204825,0,0,,True,True,,False
I8961718B,new,Citation.yml,983ccead27134f318f56021de96898b5,205506,205658,205506,205658,0,0,,True,True,,False
I8961718B,new,Citation.yml,79770904596046c6bc14e1cdc972c724,205682,205753,205682,205753,0,0,,True,True,,False
I8961718B,new,Citation.yml,8a17b194e73f45cca1321d2725f5aa46,206157,206301,206157,206301,0,0,,True,True,,False
I8961718B,new,Citation.yml,b61acc776e414c4b89e0738caf61ec1b,206328,206482,206328,206482,0,0,,True,True,,False
I8961718B,new,Citation.yml,82842affbe454a5cb7c3892971ee1e59,206516,206579,206516,206579,0,0,,True,True,,False
I8961718B,new,Citation.yml,be52ca366adc40db89363b1835253d91,206590,206714,206590,206714,0,0,,True,True,,False
I8961718B,new,Citation.yml,513e661e50424152a20a2e764a4c0567,206772,206895,206772,206895,0,0,,True,True,,False
I8961718B,new,Citation.yml,d23b8c055c894fe6bc13763decaca3a6,206941,207058,206941,207058,0,0,,True,True,,False
I8961718B,new,Citation.yml,93bcefdf94dc46a18399f74040a5d49a,215369,215490,215369,215490,0,0,,True,True,,False
I8961718B,new,Citation.yml,38a4794a5496412ea26eec603e0be25f,215522,215672,215522,215672,0,0,,True,True,,False
I8961718B,new,Citation.yml,04543e745bf94b9ca5d1cd28694c07ce,218593,218677,218593,218677,0,0,,True,True,,False
I8961718B,new,Citation.yml,faf12ca99cd9494b87096ae0f0dafd0d,218900,218951,218900,218951,0,0,,True,True,,False
I8961718B,new,Citation.yml,a7bd3a2648e642f6ad57ef960ebb99e5,221243,221313,221243,221313,0,0,,True,True,,False
I8961718B,new,Citation.yml,9b7d88ca517b41e2a543d28e0ffbf4c5,222629,222692,222629,222692,0,0,,True,True,,False
I8961718B,new,Citation.yml,69d3a55a50944d03866bf8c111173374,225230,225373,225230,225373,0,0,,True,True,,False
I8961718B,new,Citation.yml,5e818dfe91d64db4b2f7983b2523a5d9,226732,226792,226732,226792,0,0,,True,True,,False
I8961718B,new,Citation.yml,778b6fa8ba18473ab7a52b6162cba12f,227017,227080,227017,227080,0,0,,True,True,,False
I8961718B,new,Citation.yml,ba91ad6267154b50905fd1dbf2d2e506,227481,227624,227481,227624,0,0,,True,True,,False
I8961718B,new,Citation.yml,ffe61e074d4b4be1854007694a1909a7,227963,228092,227963,228092,0,0,,True,True,,False
I8961718B,new,Citation.yml,e4073ddcbd1e4807acfa1d72a0036b6d,229748,229860,229748,229860,0,0,,True,True,,False
